fecha,producto_id,cantidad,total_venta
2024-03-04,P096,19,2440
2024-05-14,P068,1,287
2024-05-01,P063,9,2552
2024-03-07,P095,11,1295
2024-07-07,P019,6,2158
2024-05-18,P074,13,1286
2024-01-19,P061,13,2675
2024-04-04,P062,7,1722
2024-08-10,P048,4,1014
2024-11-28,P059,7,2513
2024-10-02,P060,18,4363
2024-04-20,P088,20,7953
2024-12-09,P095,16,3622
2024-08-05,P044,14,4609
2024-02-02,P042,1,291
2024-09-19,P002,18,2729
2024-09-01,P056,8,1279
2024-08-26,P023,6,726
2024-04-22,P091,2,724
2024-03-12,P047,14,6969
2024-03-20,P047,4,991
2024-04-10,P033,18,1744
2024-06-25,P062,2,774
2024-09-02,P009,17,5343
2024-04-18,P049,20,9095
2024-05-13,P064,1,110
2024-11-02,P059,12,572
2024-09-21,P063,14,2358
2024-09-18,P093,6,187
2024-02-08,P063,11,5231
2024-08-24,P005,17,851
2024-11-19,P080,12,2179
2024-02-04,P028,12,4203
2024-06-27,P067,8,1438
2024-01-28,P037,14,4135
2024-05-15,P052,6,741
2024-07-09,P095,17,5822
2024-04-28,P034,14,3513
2024-08-17,P058,16,2440
2024-12-11,P021,1,122
2024-08-28,P004,9,3098
2024-05-29,P041,8,3550
2024-09-17,P032,19,6085
2024-08-04,P059,18,7279
2024-12-07,P047,15,6230
2024-03-21,P088,13,5242
2024-12-22,P091,7,2619
2024-04-15,P059,14,5876
2024-12-29,P037,7,240
2024-02-27,P079,2,588
2024-01-31,P076,9,1722
2024-03-17,P057,14,2621
2024-02-19,P042,20,9789
2024-03-26,P018,2,249
2024-02-08,P064,3,870
2024-08-06,P026,16,7825
2024-09-01,P035,9,2585
2024-04-26,P074,20,3727
2024-07-01,P028,8,170
2024-01-20,P076,14,452
2024-05-04,P072,1,417
2024-09-26,P025,2,817
2024-06-29,P058,5,897
2024-05-10,P075,12,3649
2024-10-05,P038,17,310
2024-10-19,P080,4,353
2024-10-25,P037,14,3003
2024-09-08,P072,3,1436
2024-05-24,P036,5,2352
2024-08-26,P062,3,1497
2024-04-20,P095,15,2634
2024-12-20,P080,13,2843
2024-08-22,P079,18,8903
2024-05-18,P015,1,416
2024-01-18,P096,18,935
2024-11-14,P043,10,3247
2024-09-07,P091,11,3217
2024-01-28,P003,7,2557
2024-12-06,P019,5,1280
2024-07-07,P066,10,3343
2024-08-09,P077,17,5095
2024-04-30,P088,14,2935
2024-08-26,P096,19,6559
2024-06-21,P018,5,2230
2024-01-28,P011,16,6783
2024-11-17,P039,15,1046
2024-07-09,P092,16,3827
2024-03-29,P075,15,6665
2024-06-12,P062,14,1902
2024-09-05,P071,3,1324
2024-12-21,P032,10,766
2024-10-06,P033,5,2351
2024-08-02,P080,13,2687
2024-02-15,P042,2,700
2024-07-23,P044,7,1271
2024-05-31,P049,7,2166
2024-11-06,P066,14,6092
2024-03-18,P053,16,5278
2024-05-23,P087,1,105
2024-04-14,P016,2,338
2024-11-26,P081,9,4357
2024-02-13,P017,20,2392
2024-02-14,P002,13,3661
2024-08-29,P022,11,4968
2024-11-09,P056,4,128
2024-06-10,P084,11,3262
2024-12-08,P093,19,2595
2024-10-19,P022,5,2271
2024-04-24,P027,17,8022
2024-06-20,P001,5,401
2024-05-14,P071,12,4833
2024-05-09,P096,5,88
2024-10-05,P057,17,852
2024-01-31,P084,18,4251
2024-08-16,P019,9,2699
2024-09-02,P033,18,1675
2024-04-09,P007,4,1747
2024-03-11,P040,18,6787
2024-01-25,P100,17,5399
2024-06-29,P094,20,6698
2024-05-09,P049,6,740
2024-07-05,P003,13,5402
2024-10-22,P049,16,4904
2024-12-03,P050,9,4112
2024-06-13,P080,15,4228
2024-09-17,P063,20,6166
2024-02-13,P027,7,1745
2024-03-25,P009,20,1657
2024-09-15,P086,9,2391
2024-06-07,P058,3,1034
2024-08-11,P077,12,4006
2024-11-13,P099,18,981
2024-02-15,P006,18,6683
2024-01-05,P027,17,6612
2024-03-02,P065,11,1821
2024-09-05,P043,17,4929
2024-12-22,P095,11,1398
2024-01-09,P095,20,9437
2024-11-05,P007,4,1767
2024-06-17,P091,13,4486
2024-08-30,P021,10,3197
2024-06-10,P090,6,2906
2024-08-07,P086,8,2671
2024-01-03,P036,18,4557
2024-04-29,P068,19,1346
2024-07-24,P008,20,7695
2024-05-18,P004,13,436
2024-07-26,P020,19,7872
2024-09-01,P092,1,404
2024-03-15,P077,3,1457
2024-11-21,P052,10,3981
2024-02-16,P038,4,1957
2024-01-19,P044,19,1217
2024-08-01,P092,1,180
2024-04-30,P046,12,3242
2024-10-18,P023,18,3592
2024-08-05,P026,12,5604
2024-07-09,P015,14,171
2024-05-24,P060,2,228
2024-08-14,P025,11,4417
2024-10-28,P082,13,166
2024-01-31,P003,1,185
2024-03-03,P089,19,3315
2024-12-13,P077,16,1520
2024-04-28,P083,3,1411
2024-08-19,P021,14,301
2024-08-19,P073,14,5124
2024-06-17,P030,1,391
2024-05-31,P076,8,1173
2024-01-01,P010,6,2244
2024-02-29,P009,8,3739
2024-04-24,P096,10,4058
2024-09-24,P078,1,411
2024-10-17,P020,9,3630
2024-06-22,P090,11,3456
2024-05-30,P044,1,430
2024-02-27,P009,15,233
2024-07-05,P100,5,2311
2024-03-07,P099,11,1617
2024-12-17,P071,8,2254
2024-11-04,P037,16,1277
2024-11-03,P016,16,980
2024-05-04,P049,5,1224
2024-06-16,P023,14,3647
2024-04-17,P011,15,2062
2024-04-16,P001,6,788
2024-07-28,P081,6,2058
2024-03-17,P046,6,1261
2024-01-09,P002,9,766
2024-01-23,P064,14,6579
2024-02-28,P096,2,252
2024-03-14,P033,11,405
2024-10-14,P009,4,1126
2024-05-02,P036,15,5657
2024-11-20,P050,3,1131
2024-06-15,P004,14,6411
2024-10-31,P008,9,3634
2024-10-16,P046,9,312
2024-09-22,P094,10,594
2024-03-19,P018,17,4968
2024-10-04,P076,14,6162
2024-09-15,P057,7,744
2024-07-31,P022,6,1063
2024-05-07,P047,3,1186
2024-01-31,P091,3,1296
2024-11-19,P036,12,5483
2024-05-18,P032,1,208
2024-01-18,P060,17,6966
2024-01-27,P019,19,3768
2024-07-16,P045,1,314
2024-01-01,P008,15,7449
2024-11-20,P017,20,546
2024-06-24,P035,9,741
2024-01-20,P094,3,100
2024-02-13,P062,1,257
2024-07-27,P041,6,776
2024-06-24,P016,5,83
2024-03-12,P027,17,6419
2024-06-21,P020,15,2973
2024-04-23,P076,8,2401
2024-06-22,P025,14,5248
2024-04-21,P065,5,1796
2024-02-25,P037,7,821
2024-12-06,P025,19,6869
2024-01-01,P097,14,2754
2024-11-01,P014,5,1461
2024-08-18,P049,17,4075
2024-09-30,P018,3,1419
2024-10-23,P084,18,4669
2024-05-01,P055,7,1739
2024-02-19,P060,8,3318
2024-04-27,P003,13,2678
2024-02-01,P044,7,1389
2024-01-05,P033,2,27
2024-09-14,P077,9,218
2024-05-06,P086,6,1803
2024-10-17,P028,18,5599
2024-12-26,P048,20,5382
2024-10-18,P068,5,2417
2024-07-18,P040,12,191
2024-12-05,P026,12,5064
2024-06-14,P010,20,9641
2024-04-30,P014,19,6512
2024-05-27,P091,20,2868
2024-06-22,P048,2,643
2024-01-07,P042,7,2917
2024-10-13,P018,8,387
2024-03-02,P055,1,159
2024-08-13,P029,4,1694
2024-07-21,P027,3,914
2024-12-24,P017,8,3435
2024-12-11,P028,10,3211
2024-01-04,P033,12,2149
2024-03-14,P046,8,283
2024-12-08,P074,12,5521
2024-08-23,P020,5,294
2024-04-22,P092,9,717
2024-08-17,P098,3,33
2024-07-22,P099,16,4188
2024-03-31,P010,13,3735
2024-04-25,P036,9,2821
2024-09-15,P035,14,3985
2024-07-05,P062,3,1275
2024-04-08,P039,8,2852
2024-12-12,P066,19,3503
2024-10-28,P048,3,1128
2024-05-18,P019,20,438
2024-06-25,P074,12,865
2024-06-20,P084,19,7929
2024-10-27,P056,18,6712
2024-08-31,P015,12,286
2024-02-26,P067,7,1345
2024-03-21,P028,6,320
2024-03-29,P062,17,4858
2024-08-14,P034,19,275
2024-04-19,P100,19,580
2024-09-05,P096,3,618
2024-06-05,P089,9,3238
2024-10-01,P024,15,3274
2024-11-05,P042,16,7992
2024-06-01,P096,20,4801
2024-11-20,P074,13,3962
2024-06-13,P041,6,872
2024-05-26,P056,19,6347
2024-06-05,P006,3,406
2024-05-30,P038,16,1033
2024-11-08,P032,6,2511
2024-02-25,P030,10,4982
2024-06-12,P060,20,5838
2024-05-10,P026,15,178
2024-11-09,P092,8,896
2024-02-26,P004,2,194
2024-01-24,P048,4,1962
2024-06-25,P096,16,6392
2024-09-08,P076,17,7515
2024-04-27,P045,15,5667
2024-11-04,P040,1,437
2024-03-06,P092,7,1570
2024-09-06,P053,11,1645
2024-05-18,P076,1,380
2024-12-15,P082,2,209
2024-12-12,P022,14,1287
2024-01-29,P046,8,3984
2024-03-16,P039,2,620
2024-03-07,P059,8,799
2024-08-08,P075,1,181
2024-12-22,P081,1,193
2024-08-04,P075,19,6783
2024-03-08,P033,4,926
2024-03-09,P043,17,5276
2024-04-04,P076,2,106
2024-11-12,P044,18,7796
2024-02-08,P079,5,202
2024-05-16,P003,12,2832
2024-07-26,P070,3,1105
2024-12-17,P036,4,280
2024-06-25,P020,6,1711
2024-07-19,P019,1,330
2024-10-22,P001,15,993
2024-07-24,P074,5,1285
2024-07-01,P008,12,5001
2024-03-30,P001,20,6528
2024-07-22,P033,6,606
2024-12-17,P014,5,1526
2024-12-06,P035,7,1039
2024-08-19,P005,4,941
2024-12-02,P016,3,565
2024-08-27,P082,18,8107
2024-01-18,P077,1,31
2024-09-11,P061,14,3140
2024-10-16,P035,7,1150
2024-01-11,P095,6,2431
2024-07-20,P043,5,1845
2024-09-15,P095,7,3284
2024-02-20,P063,3,1475
2024-01-20,P007,7,2350
2024-11-27,P057,10,4609
2024-03-25,P006,5,549
2024-05-16,P094,6,1822
2024-08-14,P040,17,3508
2024-07-28,P095,11,5360
2024-11-22,P025,4,1045
2024-09-17,P075,8,3887
2024-12-20,P028,4,232
2024-05-29,P096,1,482
2024-05-17,P009,6,2448
2024-08-13,P056,18,443
2024-06-26,P044,4,749
2024-08-12,P060,5,1503
2024-05-24,P064,17,6690
2024-04-16,P057,16,313
2024-06-24,P084,4,1982
2024-10-12,P062,14,6770
2024-01-13,P049,19,2773
2024-10-16,P009,4,1918
2024-08-15,P083,3,178
2024-04-19,P068,7,437
2024-01-22,P059,9,2044
2024-12-25,P100,16,5514
2024-10-14,P003,17,1487
2024-01-18,P068,6,2661
2024-06-19,P017,17,3430
2024-04-26,P032,14,2250
2024-09-16,P079,5,898
2024-05-27,P032,10,3480
2024-08-15,P027,9,4140
2024-08-02,P098,19,3382
2024-06-05,P048,20,2238
2024-02-22,P039,4,860
2024-12-17,P095,8,3749
2024-10-03,P045,5,2416
2024-11-26,P029,2,478
2024-01-27,P014,16,6615
2024-04-02,P063,11,633
2024-07-06,P015,11,1453
2024-12-25,P059,6,1245
2024-10-30,P041,9,1609
2024-11-20,P018,13,6091
2024-11-22,P017,1,210
2024-06-04,P097,2,662
2024-05-10,P004,20,8421
2024-02-21,P087,13,3024
2024-09-26,P063,9,4407
2024-08-12,P012,12,2442
2024-02-04,P002,6,290
2024-08-02,P095,6,1199
2024-09-11,P086,17,5062
2024-12-27,P015,4,1566
2024-02-15,P054,1,10
2024-11-14,P033,15,3764
2024-10-27,P039,3,816
2024-09-09,P040,1,282
2024-10-19,P040,14,2535
2024-02-15,P003,4,174
2024-08-23,P065,3,1024
2024-01-20,P019,18,1156
2024-10-22,P020,2,473
2024-10-21,P050,2,65
2024-07-26,P052,14,6839
2024-05-07,P013,12,4665
2024-09-16,P067,15,1649
2024-06-09,P029,3,518
2024-03-02,P033,12,2974
2024-03-07,P004,2,648
2024-08-12,P081,14,5292
2024-05-26,P052,4,1561
2024-01-16,P067,2,751
2024-07-25,P059,12,2394
2024-02-04,P007,1,277
2024-12-07,P031,18,8829
2024-09-29,P073,7,114
2024-12-20,P085,18,3937
2024-09-11,P027,20,7121
2024-07-24,P055,13,205
2024-12-06,P083,12,4654
2024-06-07,P020,8,3006
2024-04-09,P059,10,929
2024-06-24,P029,10,1352
2024-06-26,P008,14,6503
2024-06-25,P053,7,1358
2024-06-16,P003,16,5884
2024-08-12,P045,20,7638
2024-10-12,P005,18,6830
2024-07-11,P069,4,1705
2024-01-19,P024,10,2576
2024-08-16,P008,11,1025
2024-11-21,P061,2,607
2024-12-06,P083,15,695
2024-01-10,P018,4,445
2024-04-06,P092,18,4868
2024-12-07,P057,16,3064
2024-04-14,P093,19,3603
2024-10-07,P005,3,106
2024-03-25,P062,9,1748
2024-04-05,P022,18,4253
2024-11-06,P061,9,409
2024-06-16,P060,5,1328
2024-11-26,P090,5,1805
2024-05-16,P095,14,6251
2024-04-25,P004,5,841
2024-04-26,P006,3,726
2024-02-17,P047,17,4009
2024-09-07,P090,5,2363
2024-12-05,P028,1,318
2024-08-31,P089,3,203
2024-09-11,P032,19,4203
2024-09-25,P081,4,118
2024-10-20,P007,5,2247
2024-10-06,P058,19,4651
2024-12-19,P009,5,951
2024-03-24,P019,17,876
2024-04-27,P050,17,5092
2024-11-14,P082,10,3807
2024-08-29,P058,1,381
2024-05-25,P090,2,421
2024-04-23,P034,20,3833
2024-09-04,P016,8,3625
2024-12-28,P060,14,177
2024-10-13,P053,7,2204
2024-02-21,P002,9,787
2024-03-08,P093,6,2415
2024-08-21,P040,1,294
2024-11-18,P048,19,3469
2024-05-21,P066,13,2323
2024-07-29,P042,19,5483
2024-03-16,P030,8,3969
2024-03-22,P065,12,3816
2024-07-15,P099,11,4290
2024-12-24,P063,10,4343
2024-06-26,P011,19,8868
2024-06-26,P080,14,5249
2024-05-15,P027,12,2957
2024-12-24,P003,18,5005
2024-08-23,P077,8,1979
2024-11-25,P075,10,1518
2024-01-09,P040,1,224
2024-03-23,P094,14,2118
2024-01-03,P029,1,299
2024-06-26,P044,12,658
2024-02-21,P020,11,4248
2024-05-08,P026,7,2942
2024-02-17,P001,19,6958
2024-12-05,P099,9,3885
2024-05-21,P061,12,4117
2024-08-02,P038,3,1200
2024-09-10,P033,3,586
2024-01-22,P025,5,2139
2024-11-06,P033,12,3562
2024-02-29,P096,18,741
2024-02-26,P025,20,3951
2024-08-10,P095,8,868
2024-02-12,P010,19,8039
2024-07-29,P018,19,3198
2024-11-06,P090,18,7928
2024-03-31,P079,11,1181
2024-10-23,P022,4,436
2024-12-17,P094,19,2915
2024-11-14,P021,13,1753
2024-10-19,P003,17,8114
2024-10-21,P063,16,6772
2024-10-19,P066,11,5427
2024-10-21,P022,3,977
2024-02-22,P055,6,2869
2024-01-12,P041,6,1226
2024-12-15,P040,11,2278
2024-04-28,P028,5,774
2024-02-01,P032,16,5739
2024-07-31,P032,17,4784
2024-01-02,P049,2,617
2024-07-04,P033,20,3859
2024-06-10,P037,13,828
2024-05-31,P088,10,3747
2024-02-06,P058,1,155
2024-02-05,P064,10,104
2024-07-04,P061,17,4237
2024-11-12,P095,10,4954
2024-07-13,P027,17,5734
2024-07-30,P064,4,1263
2024-10-17,P035,18,3948
2024-07-19,P061,5,208
2024-02-09,P056,3,1493
2024-06-04,P073,16,7856
2024-06-15,P083,14,357
2024-10-24,P069,3,966
2024-12-14,P018,15,4754
2024-10-13,P092,5,198
2024-12-21,P091,7,1898
2024-01-30,P085,8,1350
2024-01-18,P043,5,2048
2024-05-17,P076,16,6043
2024-04-04,P056,16,2439
2024-02-21,P028,17,4657
2024-07-31,P045,15,1452
2024-05-17,P024,19,3687
2024-12-11,P098,10,3726
2024-05-11,P064,20,3947
2024-01-23,P044,8,3230
2024-02-19,P038,16,7819
2024-01-31,P098,8,2776
2024-12-29,P068,10,4715
2024-04-26,P013,10,1798
2024-07-25,P041,8,2442
2024-08-01,P027,3,523
2024-01-20,P081,20,8801
2024-08-12,P051,4,448
2024-10-15,P015,11,4211
2024-07-15,P084,7,265
2024-11-10,P049,8,1297
2024-04-22,P021,1,347
2024-10-09,P097,6,873
2024-12-11,P037,17,587
2024-01-19,P001,18,3386
,P083,7,422
2024-07-29,P084,2,456
2024-03-04,P049,16,5508
2024-10-23,P011,3,336
2024-04-05,P045,17,6047
2024-07-02,P095,5,979
2024-04-04,P063,10,4014
2024-01-28,P031,11,4766
2024-12-23,P014,15,6473
2024-12-24,P003,13,5692
2024-12-27,P024,9,2630
2024-02-14,P038,10,2348
2024-03-16,P082,2,943
2024-03-12,P090,16,3828
2024-07-16,P038,19,373
2024-08-28,P017,11,2032
2024-05-30,P065,4,813
2024-10-22,P014,17,6821
2024-05-28,P043,4,1516
2024-07-12,P011,18,4809
2024-02-26,P008,19,385
2024-11-11,P065,16,1345
2024-07-11,P037,3,1083
2024-08-14,P050,20,3770
2024-11-17,P051,18,3758
2024-09-09,P067,14,5705
2024-08-26,P075,13,6360
2024-10-31,P075,3,803
2024-06-17,P044,17,6942
2024-06-27,P061,16,1550
2024-03-05,P012,17,3473
2024-11-04,P013,17,5189
2024-12-10,P050,14,3206
2024-11-19,P024,12,3554
2024-11-14,P046,20,3507
2024-07-08,P093,6,1891
2024-12-29,P038,17,6723
2024-08-25,P016,12,3442
2024-05-06,P079,16,2572
2024-12-24,P081,16,1182
2024-06-10,P080,4,1222
2024-10-20,P056,18,6288
2024-10-08,P033,5,269
2024-05-28,P008,10,2661
2024-12-19,P061,12,1663
2024-12-09,P070,5,734
2024-08-14,P073,14,6843
2024-04-20,P013,6,321
2024-09-27,P021,8,3258
2024-12-25,P042,19,545
2024-01-31,P026,9,946
2024-07-07,P047,14,6659
2024-02-14,P008,3,1180
2024-12-15,P065,7,513
2024-10-09,P096,18,6878
2024-08-05,P068,14,4320
2024-11-27,P064,19,2671
2024-09-15,P024,18,3947
2024-11-04,P054,7,2723
2024-06-01,P062,17,1945
2024-10-10,P086,20,1096
2024-07-14,P091,16,4615
2024-02-20,P069,13,5004
2024-02-08,P008,18,2777
2024-09-29,P092,18,1496
2024-05-05,P063,20,2141
2024-09-30,P054,6,1121
2024-01-03,P052,2,281
2024-10-07,P054,17,5993
2024-03-01,P057,5,1212
2024-06-22,P068,12,2018
2024-03-16,P035,18,6197
2024-04-23,P058,13,4930
2024-07-24,P039,3,116
2024-03-29,P037,8,1366
2024-12-16,P052,17,7960
2024-05-20,P004,17,4952
2024-11-28,P052,7,1206
2024-11-26,P050,13,1671
2024-06-16,P091,1,252
2024-11-06,P049,11,1258
2024-01-22,P075,19,1523
2024-03-18,P057,15,7240
2024-11-07,P024,13,3741
2024-07-10,P008,10,958
2024-10-08,P059,19,7429
2024-07-01,P016,10,2827
2024-12-12,P092,11,3662
2024-05-23,P066,19,993
2024-11-05,P046,15,2399
2024-02-13,P081,8,1880
2024-08-10,P047,2,645
2024-02-14,P036,10,3318
2024-02-05,P021,19,2290
2024-08-24,P082,1,275
2024-05-03,P082,13,1937
2024-09-07,P032,5,1394
2024-09-23,P018,5,845
2024-01-11,P029,9,2513
2024-02-19,P069,9,2165
2024-10-23,P100,10,3786
2024-02-07,P096,18,7232
2024-03-01,P029,12,4060
2024-02-15,P067,4,673
2024-11-14,P055,13,4003
2024-03-04,P068,8,1764
2024-05-02,P098,6,2806
2024-10-28,P054,15,6750
2024-10-15,P097,17,3430
2024-12-10,P094,12,5918
2024-10-18,P058,16,4600
2024-08-13,P010,3,399
2024-02-19,P005,4,1600
2024-08-24,P046,18,833
2024-12-06,P090,1,364
2024-09-24,P088,10,2377
2024-07-09,P062,11,1805
2024-05-12,P080,14,4693
2024-12-10,P029,6,1529
2024-11-02,P069,9,664
2024-12-01,P069,7,3351
2024-01-16,P004,14,921
2024-06-03,P090,16,213
2024-11-20,P014,6,2640
2024-12-13,P022,12,5972
2024-01-07,P029,15,5323
2024-10-18,P004,17,3486
2024-06-07,P074,6,808
2024-07-08,P059,17,5355
2024-01-07,P046,1,313
2024-04-27,P087,20,6948
2024-06-06,P065,17,2093
2024-04-27,P070,6,2809
2024-05-21,P080,14,1856
2024-10-20,P078,7,1926
2024-10-11,P007,3,529
2024-07-13,P013,16,2209
2024-03-20,P024,3,68
2024-02-19,P036,4,433
2024-09-21,P037,12,460
2024-11-27,P008,17,3725
2024-05-12,P081,8,2007
2024-02-18,P026,3,1195
2024-05-22,P016,4,411
2024-05-15,P049,10,534
2024-04-29,P044,19,5006
2024-05-09,P004,18,2216
2024-08-17,P021,11,3920
2024-02-10,P058,17,5772
2024-08-24,P046,14,660
2024-07-13,P037,4,148
2024-10-25,P100,3,389
2024-03-02,P091,1,386
2024-10-31,P071,16,7238
2024-09-05,P044,15,2988
2024-11-10,P084,11,2993
2024-02-14,P073,16,5933
2024-03-02,P044,3,668
2024-12-27,P034,2,333
2024-12-06,P043,12,1829
2024-01-11,P063,1,475
2024-03-09,P091,15,4359
2024-11-14,P090,15,680
2024-07-19,P079,12,3696
2024-04-22,P031,7,2905
2024-06-16,P094,9,851
2024-10-13,P100,16,3474
2024-09-07,P076,9,3288
2024-12-19,P062,9,3220
2024-02-03,P085,18,7143
2024-05-29,P027,5,1907
2024-07-20,P083,14,1480
2024-09-27,P047,20,3900
2024-02-02,P085,1,200
2024-02-29,P011,6,1932
2024-07-08,P037,12,2994
2024-04-07,P091,19,8505
2024-01-22,P017,14,2376
2024-04-29,P052,9,1794
2024-05-02,P009,1,421
2024-12-21,P021,15,4075
2024-07-19,P019,15,5015
2024-01-17,P008,14,1842
2024-09-15,P029,8,2935
2024-02-10,P029,1,71
2024-06-28,P073,5,1747
2024-10-03,P060,4,468
2024-10-18,P030,5,1253
2024-12-29,P065,16,374
2024-08-01,P093,3,689
2024-01-18,P088,13,3934
2024-01-15,P037,4,1337
2024-12-21,P052,6,1653
2024-03-27,P067,14,1389
2024-12-22,P005,3,1130
2024-02-27,P063,1,340
2024-09-15,P030,1,333
2024-01-15,P088,9,3283
2024-02-05,P061,11,4690
2024-02-09,P015,16,2232
2024-07-26,P008,18,6073
2024-01-05,P095,20,4867
2024-07-30,P038,12,402
2024-11-17,P040,14,1736
2024-05-14,P038,16,3853
2024-03-28,P010,9,1372
2024-04-14,P024,16,1876
2024-08-16,P031,9,201
2024-09-22,P098,16,5505
2024-04-16,P005,15,1561
2024-11-25,P086,14,6202
2024-05-08,P075,16,6119
2024-08-03,P038,3,440
2024-11-04,P092,15,5428
2024-11-27,P050,9,2809
2024-04-03,P084,16,1203
2024-08-19,P054,15,4181
2024-03-31,P096,1,414
2024-04-06,P015,14,6292
2024-07-22,P021,13,5981
2024-11-17,P083,12,5793
2024-06-21,P030,19,3565
2024-03-04,P090,11,1137
2024-08-31,P022,3,913
2024-10-13,P030,7,318
2024-04-20,P029,8,3007
2024-11-04,P014,11,934
2024-07-10,P100,15,2075
2024-03-29,P084,18,2155
2024-03-07,P055,11,3253
2024-09-21,P057,5,1744
2024-05-26,P020,4,1597
2024-11-09,P100,7,1844
2024-11-04,P075,13,4024
2024-11-12,P027,3,1408
2024-08-23,P072,1,499
2024-09-03,P009,3,813
2024-10-07,P040,17,4669
2024-07-21,P006,11,704
2024-09-28,P062,10,4725
2024-10-13,P015,4,1433
2024-09-19,P014,5,332
2024-05-12,P033,13,1172
2024-07-22,P059,20,2309
2024-11-03,P097,15,3996
2024-06-08,P067,2,491
2024-10-14,P081,12,3073
2024-02-15,P008,6,579
2024-06-24,P034,13,5656
2024-07-14,P080,15,2432
2024-10-16,P069,6,508
2024-05-03,P044,10,2510
2024-02-26,P021,14,5314
2024-05-04,P080,7,353
2024-02-12,P087,6,491
2024-10-09,P010,2,404
2024-10-15,P064,16,3777
2024-07-11,P029,17,190
2024-12-23,P062,13,6242
2024-05-22,P026,18,3450
2024-04-18,P046,5,2416
2024-05-12,P055,15,1260
2024-05-10,P055,18,5117
2024-06-29,P045,5,1259
2024-09-29,P059,20,3128
2024-12-14,P022,12,5816
2024-03-21,P022,17,611
2024-08-09,P055,9,4401
2024-05-03,P010,12,4050
2024-05-06,P034,5,2134
2024-10-24,P008,11,1515
2024-06-17,P008,19,848
2024-11-21,P006,1,336
2024-09-21,P029,4,1807
2024-10-02,P098,10,4258
2024-07-17,P059,12,4007
2024-11-08,P094,9,4287
2024-02-08,P059,9,428
2024-09-25,P002,14,5494
2024-02-04,P059,14,4681
2024-01-30,P063,1,329
2024-12-23,P046,5,2173
2024-08-07,P018,2,86
2024-02-08,P030,14,6468
2024-04-19,P006,11,3986
2024-10-21,P004,5,705
2024-12-30,P082,7,2955
2024-05-15,P062,17,2401
2024-01-26,P078,13,5558
2024-08-04,P067,12,1843
2024-06-05,P062,12,5708
2024-06-18,P019,13,1963
2024-01-14,P098,8,3037
2024-05-05,P018,14,193
2024-02-27,P074,11,882
2024-03-28,P057,12,5609
2024-09-22,P038,4,1272
2024-01-21,P025,17,1425
2024-04-29,P096,7,682
2024-01-08,P019,7,1947
2024-04-29,P003,15,3231
2024-03-01,P097,7,303
2024-11-15,P078,12,5848
2024-11-10,P083,10,3642
2024-04-11,P025,7,1926
2024-01-12,P061,9,1722
2024-04-20,P040,12,5679
2024-07-31,P069,7,1782
2024-03-02,P042,15,6586
2024-07-08,P045,15,5401
2024-06-28,P057,13,3540
2024-10-23,P078,4,1684
2024-03-02,P002,8,274
2024-11-29,P066,7,1642
2024-01-12,P027,17,2892
2024-06-13,P043,4,611
2024-10-07,P079,2,778
2024-07-08,P100,8,3627
2024-11-28,P061,11,5186
2024-12-27,P077,1,393
2024-07-28,P032,14,1472
2024-08-12,P020,13,3692
2024-09-17,P011,6,984
2024-09-09,P097,15,6141
2024-07-07,P080,3,614
2024-10-18,P066,13,2120
2024-01-22,P014,4,957
2024-09-23,P060,5,531
2024-04-25,P020,15,3356
2024-12-15,P020,5,1228
2024-07-22,P042,2,785
2024-05-07,P014,17,2637
2024-09-09,P060,15,2193
2024-11-25,P037,8,522
2024-10-17,P017,7,1443
2024-02-18,P067,17,5312
2024-08-26,P015,13,2356
2024-12-10,P070,14,417
2024-07-28,P078,10,1983
2024-01-17,P007,8,1109
2024-06-02,P051,3,1042
2024-09-11,P092,9,304
2024-04-27,P029,7,2649
2024-02-24,P033,13,2901
2024-06-03,P047,5,87
2024-09-04,P060,8,1499
2024-05-15,P075,18,6532
2024-02-20,P093,6,215
2024-02-07,P013,20,6792
2024-02-24,P003,8,3943
2024-04-12,P041,8,2588
2024-09-09,P099,5,1375
2024-12-10,P032,9,4237
2024-05-10,P003,9,3265
2024-08-15,P091,7,1973
2024-11-08,P033,8,3690
2024-03-02,P042,8,458
2024-03-17,P014,15,1329
2024-09-23,P099,11,2263
2024-04-02,P085,13,6493
2024-12-02,P076,3,1065
2024-01-23,P095,2,386
2024-08-24,P002,17,604
2024-04-07,P050,12,5882
2024-12-13,P029,13,848
2024-11-16,P100,19,4977
2024-07-31,P014,13,2249
2024-11-06,P050,19,7497
2024-09-13,P005,6,2082
2024-05-18,P019,5,318
2024-01-19,P092,7,841
2024-02-05,P007,6,1607
2024-09-07,P036,20,4148
2024-07-06,P035,4,389
2024-08-08,P084,4,744
2024-06-23,P001,20,3468
2024-09-17,P078,5,322
2024-10-05,P018,12,1416
2024-04-12,P009,16,1801
2024-06-06,P053,5,2178
2024-05-13,P083,13,1161
2024-10-22,P093,3,983
2024-06-02,P016,17,3097
2024-03-01,P050,9,3965
2024-07-02,P037,16,1485
2024-02-16,P014,1,280
2024-06-03,P066,19,8725
2024-05-17,P089,8,3637
2024-04-22,P009,11,716
2024-03-02,P035,14,1126
2024-10-07,P033,18,5476
2024-05-18,P016,20,6563
2024-11-25,P033,15,6012
2024-11-19,P063,19,4893
2024-12-23,P006,8,1272
2024-08-29,P004,6,460
2024-04-07,P084,3,95
2024-09-24,P075,9,3221
2024-11-27,P019,14,2968
